TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                     
Produto                                                                                                                          Descricao                                                                                                                       
Produto                                                                                                                          DescricaoImagem                                                                                                                 
Produto                                                                                                                          Id                                                                                                                              
Produto                                                                                                                          LinkAtivo                                                                                                                       
Produto                                                                                                                          LinkProduto                                                                                                                     
Produto                                                                                                                          MensagemProdutoId                                                                                                               
Produto                                                                                                                          Pontos                                                                                                                          
Produto                                                                                                                          ProdutoCapaAtivo                                                                                                                
Produto                                                                                                                          ProdutoCapaFim                                                                                                                  
Produto                                                                                                                          ProdutoCapaIni                                                                                                                  
Produto                                                                                                                          Site                                                                                                                            
Produto                                                                                                                          UsuarioId                                                                                                                       
Produto                                                                                                                          Valor                                                                                                                           
ProdutoCfg                                                                                                                       ativo                                                                                                                           
ProdutoCfg                                                                                                                       id_log                                                                                                                          
ProdutoCfg                                                                                                                       id_produto                                                                                                                      
ProdutoCfg                                                                                                                       id_ProdutoCfg                                                                                                                   
ProdutoCfg                                                                                                                       tipo                                                                                                                            
ProdutoCfg                                                                                                                       valor                                                                                                                           
Promocao                                                                                                                         Ativo                                                                                                                           
Promocao                                                                                                                         DataAprovacao                                                                                                                   
Promocao                                                                                                                         DataFim                                                                                                                         
Promocao                                                                                                                         DataInicio                                                                                                                      
Promocao                                                                                                                         Id                                                                                                                              
Promocao                                                                                                                         IdUsuarioOper                                                                                                                   
Promocao                                                                                                                         Msg01                                                                                                                           
Promocao                                                                                                                         Msg02                                                                                                                           
Promocao                                                                                                                         Msg03                                                                                                                           
Promocao                                                                                                                         Msg04                                                                                                                           
Promocao                                                                                                                         OutrasInformacoes                                                                                                               
Promocao                                                                                                                         PromocaoDefault                                                                                                                 
Promocao                                                                                                                         PromoVencidaAcao                                                                                                                
Promocao                                                                                                                         Titulo                                                                                                                          
Promocao                                                                                                                         UsuarioId                                                                                                                       
Promocao                                                                                                                         Visitas                                                                                                                         
PromocaoCfg                                                                                                                      Ativo                                                                                                                           
PromocaoCfg                                                                                                                      Autopublica                                                                                                                     
PromocaoCfg                                                                                                                      Excluido                                                                                                                        
PromocaoCfg                                                                                                                      Expira                                                                                                                          
PromocaoCfg                                                                                                                      id_PromocaoCfg                                                                                                                  
PromocaoCfg                                                                                                                      IdPromocao                                                                                                                      
PromocaoCfg                                                                                                                      PromocaoDefault                                                                                                                 
PromocaoCfg                                                                                                                      UsuarioId                                                                                                                       
PromocaoProduto                                                                                                                  Data                                                                                                                            
PromocaoProduto                                                                                                                  idsorteio                                                                                                                       
PromocaoProduto                                                                                                                  Ordem                                                                                                                           
PromocaoProduto                                                                                                                  ProdutoId                                                                                                                       
PromocaoProduto                                                                                                                  PromocaoId                                                                                                                      
PromocaoProduto                                                                                                                  urlprodutopromocao                                                                                                              
QrMidiasUsuario                                                                                                                  Ativo                                                                                                                           
QrMidiasUsuario                                                                                                                  data                                                                                                                            
QrMidiasUsuario                                                                                                                  DescricaoMidia                                                                                                                  
QrMidiasUsuario                                                                                                                  Diferenciador                                                                                                                   
QrMidiasUsuario                                                                                                                  idqrmidia                                                                                                                       
QrMidiasUsuario                                                                                                                  idusuario                                                                                                                       
QrMidiasUsuario                                                                                                                  QrResumido                                                                                                                      
RepComercial                                                                                                                     AreaRep                                                                                                                         
RepComercial                                                                                                                     Ativo                                                                                                                           
RepComercial                                                                                                                     CNPJ                                                                                                                            
RepComercial                                                                                                                     DataCtrl                                                                                                                        
RepComercial                                                                                                                     idRepCom                                                                                                                        
RepComercial                                                                                                                     NomeRep                                                                                                                         
RepComercial                                                                                                                     NumCtrl                                                                                                                         
RepComercial                                                                                                                     Obs                                                                                                                             
RepComercial                                                                                                                     TelRep                                                                                                                          
RepComercial                                                                                                                     TelRep2                                                                                                                         
RepComLojas                                                                                                                      Ativo                                                                                                                           
RepComLojas                                                                                                                      Comissao1                                                                                                                       
RepComLojas                                                                                                                      Comissao2                                                                                                                       
RepComLojas                                                                                                                      Comissao3                                                                                                                       
RepComLojas                                                                                                                      DataCtrl                                                                                                                        
RepComLojas                                                                                                                      DataFim                                                                                                                         
RepComLojas                                                                                                                      DataIni                                                                                                                         
RepComLojas                                                                                                                      Exclusivo                                                                                                                       
RepComLojas                                                                                                                      idRepCom                                                                                                                        
RepComLojas                                                                                                                      idRepComLoja                                                                                                                    
RepComLojas                                                                                                                      idUsuario                                                                                                                       
RepComLojas                                                                                                                      Obs                                                                                                                             
RepComLojas                                                                                                                      Valor                                                                                                                           
RepComLojas                                                                                                                      ValorPago                                                                                                                       
Segmento                                                                                                                         Ativo                                                                                                                           
Segmento                                                                                                                         codSegmento                                                                                                                     
Segmento                                                                                                                         DataAtivoFim                                                                                                                    
Segmento                                                                                                                         DataAtivoIni                                                                                                                    
Segmento                                                                                                                         descricaoSegmento                                                                                                               
Segmento                                                                                                                         GrupoSegmento                                                                                                                   
Segmento                                                                                                                         idSegmento                                                                                                                      
Segmento                                                                                                                         imagemPadraoSegm                                                                                                                
Segmento                                                                                                                         usoSegmento                                                                                                                     
SorteioCliente                                                                                                                   baixa                                                                                                                           
SorteioCliente                                                                                                                   baixaresponsavel                                                                                                                
SorteioCliente                                                                                                                   controleqtd                                                                                                                     
SorteioCliente                                                                                                                   datasorte                                                                                                                       
SorteioCliente                                                                                                                   documentodata                                                                                                                   
SorteioCliente                                                                                                                   documentonome                                                                                                                   
SorteioCliente                                                                                                                   documentoresp                                                                                                                   
SorteioCliente                                                                                                                   hashcode                                                                                                                        
SorteioCliente                                                                                                                   idCliente                                                                                                                       
SorteioCliente                                                                                                                   idSorteCliente                                                                                                                  
SorteioCliente                                                                                                                   idSorteio                                                                                                                       
SorteioCliente                                                                                                                   tf                                                                                                                              
SorteioCliente                                                                                                                   validador                                                                                                                       
SorteioClienteClick                                                                                                              dataclick                                                                                                                       
SorteioClienteClick                                                                                                              idCliente                                                                                                                       
SorteioClienteClick                                                                                                              idSorteCliente                                                                                                                  
SorteioClienteClick                                                                                                              idSorteio                                                                                                                       
SorteioClienteClick                                                                                                              idSorteioClick                                                                                                                  
Sorteios                                                                                                                         DataFim                                                                                                                         
Sorteios                                                                                                                         DataInicio                                                                                                                      
Sorteios                                                                                                                         DescriBrinde                                                                                                                    
Sorteios                                                                                                                         DescriDesconto                                                                                                                  
Sorteios                                                                                                                         DescriSorteio                                                                                                                   
Sorteios                                                                                                                         IdSorteio                                                                                                                       
Sorteios                                                                                                                         ProporcaoBrinde                                                                                                                 
Sorteios                                                                                                                         ProporcaoDesconto                                                                                                               
Sorteios                                                                                                                         QtdBrinde                                                                                                                       
Sorteios                                                                                                                         QtdDesconto                                                                                                                     
Sorteios                                                                                                                         Tipo                                                                                                                            
Tematica                                                                                                                         Abrangencia                                                                                                                     
Tematica                                                                                                                         Ativo                                                                                                                           
Tematica                                                                                                                         DescriTema                                                                                                                      
Tematica                                                                                                                         FinalidadeTema                                                                                                                  
Tematica                                                                                                                         idTema                                                                                                                          
Usuario                                                                                                                          AcessoCNPJ                                                                                                                      
Usuario                                                                                                                          Administrador                                                                                                                   
Usuario                                                                                                                          AtividadePrinc                                                                                                                  
Usuario                                                                                                                          Ativo                                                                                                                           
Usuario                                                                                                                          Bairro                                                                                                                          
Usuario                                                                                                                          CardapioAtivo                                                                                                                   
Usuario                                                                                                                          Categoria                                                                                                                       
Usuario                                                                                                                          Cep                                                                                                                             
Usuario                                                                                                                          Cidade                                                                                                                          
Usuario                                                                                                                          Cnpj                                                                                                                            
Usuario                                                                                                                          Complemento                                                                                                                     
Usuario                                                                                                                          ContacorrenteId                                                                                                                 
Usuario                                                                                                                          Contato                                                                                                                         
Usuario                                                                                                                          DDD                                                                                                                             
Usuario                                                                                                                          Descricao                                                                                                                       
Usuario                                                                                                                          Email                                                                                                                           
Usuario                                                                                                                          EmailButom                                                                                                                      
Usuario                                                                                                                          EmailLoja                                                                                                                       
Usuario                                                                                                                          FaceButom                                                                                                                       
Usuario                                                                                                                          FaceURL                                                                                                                         
Usuario                                                                                                                          Fidelidade                                                                                                                      
Usuario                                                                                                                          Folowup                                                                                                                         
Usuario                                                                                                                          Id                                                                                                                              
Usuario                                                                                                                          ImagemLogo                                                                                                                      
Usuario                                                                                                                          Localidade                                                                                                                      
Usuario                                                                                                                          Logradouro                                                                                                                      
Usuario                                                                                                                          LojaId                                                                                                                          
Usuario                                                                                                                          Mapa                                                                                                                            
Usuario                                                                                                                          MapaButom                                                                                                                       
Usuario                                                                                                                          Numero                                                                                                                          
Usuario                                                                                                                          QrResumido                                                                                                                      
Usuario                                                                                                                          ResponsavelInterno                                                                                                              
Usuario                                                                                                                          Segmentacao                                                                                                                     
Usuario                                                                                                                          Senha                                                                                                                           
Usuario                                                                                                                          SetorInterno                                                                                                                    
Usuario                                                                                                                          Site                                                                                                                            
Usuario                                                                                                                          SiteButom                                                                                                                       
Usuario                                                                                                                          StatusUsuario                                                                                                                   
Usuario                                                                                                                          TelButom                                                                                                                        
Usuario                                                                                                                          TelCelular                                                                                                                      
Usuario                                                                                                                          Telefone                                                                                                                        
Usuario                                                                                                                          TelLoja                                                                                                                         
Usuario                                                                                                                          UF                                                                                                                              
Usuario                                                                                                                          UltimoAcesso                                                                                                                    
Usuario                                                                                                                          URLQrResumido                                                                                                                   
Usuario                                                                                                                          usuativo                                                                                                                        
Usuario                                                                                                                          WhatsApp                                                                                                                        
Usuario                                                                                                                          WhatsButom                                                                                                                      
Usuario                                                                                                                          WhatsLoja                                                                                                                       
UsuarioColabor                                                                                                                   CodAcao                                                                                                                         
UsuarioColabor                                                                                                                   idUsuario                                                                                                                       
UsuarioColabor                                                                                                                   idUsuarioColabor                                                                                                                
